source,target,value
AS3786-LGDACOMCorporation-KR,AS23555-ShinhanBank-KR,-1
AS3786-LGDACOMCorporation-KR,AS23560-MetLifeKorea-KR,-1
AS3786-LGDACOMCorporation-KR,AS23564-CitibankKorea-KR,-1
AS3786-LGDACOMCorporation-KR,AS23568-CycleRacingAssociation-KR,-1
AS3786-LGDACOMCorporation-KR,AS23569-SEOJEONGCOLLEGE-KR,-1
AS3786-LGDACOMCorporation-KR,AS23571-GangwondoOfficeofEducation-KR,-1
AS3786-LGDACOMCorporation-KR,AS23572-AmericanInternationalAssuranceCompanyKorea-KR,-1
AS3786-LGDACOMCorporation-KR,AS23573-OCIInformationCommunication-KR,-1
AS3786-LGDACOMCorporation-KR,AS23576-NBP-KR,-1
AS3786-LGDACOMCorporation-KR,AS23582-DoosanCorporationDigitalInnovation-KR,-1
AS3786-LGDACOMCorporation-KR,AS23586-KoreanCouncilforUniversityEducation-KR,-1
AS3786-LGDACOMCorporation-KR,AS23588-KAKAOEnterprise-KR,-1
AS3786-LGDACOMCorporation-KR,AS23589-KERIS-KR,-1
AS3786-LGDACOMCorporation-KR,AS23590-IBKCapital-KR,-1
AS3786-LGDACOMCorporation-KR,AS23591-LSGLOBAL-KR,-1
AS3786-LGDACOMCorporation-KR,AS23601-tsis-KR,-1
AS3786-LGDACOMCorporation-KR,AS23714-KeimyungUniversity-KR,-1
AS3786-LGDACOMCorporation-KR,AS23908-IIAC-KR,-1
AS3786-LGDACOMCorporation-KR,AS23971-CHUGYEUNIVERSITYFORTHEARTS-KR,-1
AS3786-LGDACOMCorporation-KR,AS23975-YonamInstituteofTechnology-KR,-1
AS3786-LGDACOMCorporation-KR,AS23980-YeungnamUniversity-KR,-1
AS3786-LGDACOMCorporation-KR,AS23983-DaejeonUniversity-KR,-1
AS3786-LGDACOMCorporation-KR,AS24027-ChinjuNationalUniversityofEducation-KR,-1
AS3786-LGDACOMCorporation-KR,AS38087-BUSANBANK-KR,-1
AS3786-LGDACOMCorporation-KR,AS38089-kbank-KR,-1
AS3786-LGDACOMCorporation-KR,AS38090-pearlabyss-KR,-1
AS3786-LGDACOMCorporation-KR,AS38091-LGHelloVisionCorp-KR,-1
AS3786-LGDACOMCorporation-KR,AS38098-JTNet-KR,-1
AS3786-LGDACOMCorporation-KR,AS38101-YulchonLLC-KR,-1
AS3786-LGDACOMCorporation-KR,AS38104-HyejeonUniversity-KR,-1
AS3786-LGDACOMCorporation-KR,AS38105-SOONCHUNHYANGUNIVERSITY-KR,-1
AS3786-LGDACOMCorporation-KR,AS38110-ChungwoonUniversity-KR,-1
AS3786-LGDACOMCorporation-KR,AS38111-HANATI-KR,-1
AS3786-LGDACOMCorporation-KR,AS38112-KoreaHousingUrbanGuaranteeCorporation-KR,-1
AS3786-LGDACOMCorporation-KR,AS38124-DGBDATASYSTEM-KR,-1
AS3786-LGDACOMCorporation-KR,AS38126-SeoulCreditRatingInformationInc-KR,-1
AS3786-LGDACOMCorporation-KR,AS38127-GUNSANbroad-KR,-1
AS3786-LGDACOMCorporation-KR,AS38129-S1CORPORATION-KR,-1
AS3786-LGDACOMCorporation-KR,AS38131-MokpoNationalMaritimeUniversity-KR,-1
AS3786-LGDACOMCorporation-KR,AS38135-KDBLifeInsuranceCoLtd-KR,-1
AS3786-LGDACOMCorporation-KR,AS38393-HomeplusCoLtd-KR,-1
AS3786-LGDACOMCorporation-KR,AS38418-KOREAAPPRAISALBOARD-KR,-1
AS3786-LGDACOMCorporation-KR,AS38420-BCCARD-KR,-1
AS3786-LGDACOMCorporation-KR,AS38421-MiraeAssetInvestmentManagementCoLtd-KR,-1
AS3786-LGDACOMCorporation-KR,AS38424-KOREACABLETELECOM-KR,-1
AS3786-LGDACOMCorporation-KR,AS38426-KOREARURALECONOMICINSTITUTE-KR,-1
AS3786-LGDACOMCorporation-KR,AS38427-FORCETECCoLTD-KR,-1
AS3786-LGDACOMCorporation-KR,AS38428-KoreaInformationCommunicaionsCo-KR,-1
AS3786-LGDACOMCorporation-KR,AS38431-KBInsurance-KR,-1
AS3786-LGDACOMCorporation-KR,AS38661-purplestones-KR,-1
AS3786-LGDACOMCorporation-KR,AS38663-NICEINFOMATIONSERVICE-KR,-1
AS3786-LGDACOMCorporation-KR,AS38667-KOREAKAKAOCORP-KR,-1
AS3786-LGDACOMCorporation-KR,AS38668-KonkukUniversityHospital-KR,-1
AS3786-LGDACOMCorporation-KR,AS38676-flexnetworks-KR,-1
AS3786-LGDACOMCorporation-KR,AS38683-NationalElectoinCommission-KR,-1
AS3786-LGDACOMCorporation-KR,AS38686-Tmoneycoltd-KR,-1
AS3786-LGDACOMCorporation-KR,AS38688-GSNeotek-KR,-1
AS3786-LGDACOMCorporation-KR,AS38692-JeonlabukdoEducationResearchInformationInstitute-KR,-1
AS3786-LGDACOMCorporation-KR,AS38700-SMILESERV-KR,-1
AS3786-LGDACOMCorporation-KR,AS38701-PiranhaSystems-KR,-1
AS3786-LGDACOMCorporation-KR,AS38704-KTPOWERTEL-KR,-1
AS3786-LGDACOMCorporation-KR,AS38707-LGDacom-KR,-1
AS3786-LGDACOMCorporation-KR,AS38708-EXPORTIMPORTBANKOFKOREA-KR,-1
AS3786-LGDACOMCorporation-KR,AS45361-UlsanJungAngBroadcastingNetwork-KR,-1
AS3786-LGDACOMCorporation-KR,AS45363-SunMoonUniversity-KR,-1
AS3786-LGDACOMCorporation-KR,AS45364-YTN-KR,-1
AS3786-LGDACOMCorporation-KR,AS45368-KYONGNAMBANK-KR,-1
AS3786-LGDACOMCorporation-KR,AS45374-CCS-KR,-1
AS3786-LGDACOMCorporation-KR,AS45376-HALLAHOLDINGS-KR,-1
AS3786-LGDACOMCorporation-KR,AS45380-MMAACC-KR,-1
AS3786-LGDACOMCorporation-KR,AS45384-Koreatradeinsurancecorporation-KR,-1
AS3786-LGDACOMCorporation-KR,AS45385-DAELIMCorporation-KR,-1
AS3786-LGDACOMCorporation-KR,AS45387-KOCES-KR,-1
AS3786-LGDACOMCorporation-KR,AS45394-KERIS-KR,-1
AS3786-LGDACOMCorporation-KR,AS45397-KOREAFOUNDATIONFORTHEPROMOTIONOFPRIVATESCHOOL-KR,-1
AS3786-LGDACOMCorporation-KR,AS45401-NICEPAYMENTSCO-KR,-1
AS3786-LGDACOMCorporation-KR,AS45402-SAMSUNGLIFESERVICE-KR,-1
AS3786-LGDACOMCorporation-KR,AS45404-SHINHANLIFEINSURANCECOLTD-KR,-1
AS3786-LGDACOMCorporation-KR,AS45408-KOSAF-KR,-1
AS3786-LGDACOMCorporation-KR,AS45964-EdwardskoreaLimited-KR,-1
AS3786-LGDACOMCorporation-KR,AS45974-NHN-KR,-1
AS3786-LGDACOMCorporation-KR,AS45978-KISInformationCommunicationInc-KR,-1
AS3786-LGDACOMCorporation-KR,AS45979-KBDATASYSTEMS-KR,-1
AS3786-LGDACOMCorporation-KR,AS45980-CrossOnNetInc-KR,-1
AS3786-LGDACOMCorporation-KR,AS45987-DongwhaEnterpriseCoLtd-KR,-1
AS3786-LGDACOMCorporation-KR,AS45989-KLNetCorp-KR,-1
AS3786-LGDACOMCorporation-KR,AS45993-SHINBUNDANGRAILROAD-KR,-1
AS3786-LGDACOMCorporation-KR,AS46000-KBInsurance-KR,-1
AS3786-LGDACOMCorporation-KR,AS46002-PHIS-KR,-1
AS3786-LGDACOMCorporation-KR,AS46010-SAMJUNGDATASERVICE-KR,-1
AS3786-LGDACOMCorporation-KR,AS55584-KoreaPowerExchange-KR,-1
AS3786-LGDACOMCorporation-KR,AS55585-CAPEInvestmentSecuritieCoLtd-KR,-1
AS3786-LGDACOMCorporation-KR,AS55592-KoreaDataTelecommunicationCoLtd-KR,-1
AS3786-LGDACOMCorporation-KR,AS55598-KoreaEnvironmentalTechnologyIndustryInstitute-KR,-1
AS3786-LGDACOMCorporation-KR,AS55599-namyang-KR,-1
AS3786-LGDACOMCorporation-KR,AS55601-ElectricContractorsFinancialCooperative-KR,-1
AS3786-LGDACOMCorporation-KR,AS55605-daewonpharm-KR,-1
AS3786-LGDACOMCorporation-KR,AS55606-DSME-KR,-1
AS3786-LGDACOMCorporation-KR,AS55610-KAIT-KR,-1
AS3786-LGDACOMCorporation-KR,AS55611-kyungminuniversity-KR,-1
AS3786-LGDACOMCorporation-KR,AS55614-danalco-KR,-1
AS3786-LGDACOMCorporation-KR,AS55617-TheKwangjuBankLtd-KR,-1
AS3786-LGDACOMCorporation-KR,AS55621-JeonjuNationalUniversityOfEducation-KR,-1
AS3786-LGDACOMCorporation-KR,AS55622-CNUE-KR,-1
AS3786-LGDACOMCorporation-KR,AS55624-DAELIM-KR,-1
AS3786-LGDACOMCorporation-KR,AS55626-KyunginWomenscollege-KR,-1
AS3786-LGDACOMCorporation-KR,AS55627-DongdukWomensUniversity-KR,-1
AS3786-LGDACOMCorporation-KR,AS55628-IncheonFreeEconomicZone-KR,-1
AS3786-LGDACOMCorporation-KR,AS55630-KSNETInc-KR,-1
AS3786-LGDACOMCorporation-KR,AS55631-Koreatradeinsurancecorporation-KR,-1
AS3786-LGDACOMCorporation-KR,AS55632-HansolHighSchool-KR,-1
AS3786-LGDACOMCorporation-KR,AS55633-pundangjesaenggeneralhospital-KR,-1
AS3786-LGDACOMCorporation-KR,AS131099-KoreaInternetSecurityAgency-KR,-1
AS3786-LGDACOMCorporation-KR,AS132203-ShenzhenTencentComputerSystemsCompanyLimited-CN,-1
AS3786-LGDACOMCorporation-KR,AS136209-BegoniaNetworkLimited-KR,-1
AS3786-LGDACOMCorporation-KR,AS138195-MOACKCoLTD-KR,-1
AS3786-LGDACOMCorporation-KR,AS139281-EquinixKoreaLLC-KR,-1
AS4040-KoreaTelecom-KR,AS4766-KoreaTelecom-KR,0
AS4134-No31JinrongStreet-CN,AS4538-ChinaEducationandResearchNetworkCenter-CN,-1
AS4134-No31JinrongStreet-CN,AS4811-ChinaTelecomGroup-CN,-1
AS4134-No31JinrongStreet-CN,AS4812-ChinaTelecomGroup-CN,-1
AS4134-No31JinrongStreet-CN,AS4816-ChinaTelecomGroup-CN,-1
AS4134-No31JinrongStreet-CN,AS4835-ChinaTelecomGroup-CN,-1
AS4134-No31JinrongStreet-CN,AS4837-CHINAUNICOMChina169Backbone-CN,-1
AS4134-No31JinrongStreet-CN,AS4847-ChinaNetworksInterExchange-CN,-1
AS4134-No31JinrongStreet-CN,AS7497-ComputerNetworkInformationCenter-CN,-1
AS4134-No31JinrongStreet-CN,AS9389-BEIJINGSHENZHOUGREATWALLCOMMUNICATION-CN,-1
AS4134-No31JinrongStreet-CN,AS9394-ChinaTieTongTelecommunicationsCorporation-CN,-1
AS4134-No31JinrongStreet-CN,AS9808-ChinaMobile-CN,-1
AS4134-No31JinrongStreet-CN,AS9929-CHINAUNICOMIndustrialInternetBackbone-CN,-1
AS4134-No31JinrongStreet-CN,AS17633-ASNforShandongProvincialNetofCT-CN,-1
AS4134-No31JinrongStreet-CN,AS17638-ASNforTIANJINProvincialNetofCT-CN,-1
AS4134-No31JinrongStreet-CN,AS17676-SoftbankBBCorp-JP,0
AS4134-No31JinrongStreet-CN,AS17799-asnforLiaoningProvincialNetofCT-CN,-1
AS4134-No31JinrongStreet-CN,AS17897-asnforHeilongjiangProvincialNetofCT-CN,-1
AS4134-No31JinrongStreet-CN,AS23650-ChinaTelecom-CN,-1
AS4134-No31JinrongStreet-CN,AS23724-IDCChinaTelecommunicationsCorporation-CN,-1
AS4134-No31JinrongStreet-CN,AS23839-LiaoHeOilfieldTelecommunicationCompany-CN,-1
AS4134-No31JinrongStreet-CN,AS24151-ChinaInternetNetworkInfomationCenter-CN,-1
AS4134-No31JinrongStreet-CN,AS38283-CHINANETSiChuanTelecomInternetDataCenter-CN,-1
AS4134-No31JinrongStreet-CN,AS45095-HenanxinfeijinxinComputerCoLtd-CN,-1
AS4134-No31JinrongStreet-CN,AS56005-ZhengzhouFastidcTechnologyCoLtd-CN,-1
AS4134-No31JinrongStreet-CN,AS58461-No288FuchunRoad-CN,-1
AS4134-No31JinrongStreet-CN,AS58466-CHINANETGuangdongprovincenetwork-CN,-1
AS4134-No31JinrongStreet-CN,AS58519-CloudComputingCorporation-CN,-1
AS4134-No31JinrongStreet-CN,AS58539-LangfangHebeiprovincePRChina-CN,-1
AS4134-No31JinrongStreet-CN,AS58540-Jinan250000-CN,-1
AS4134-No31JinrongStreet-CN,AS58541-Qingdao266000-CN,-1
AS4134-No31JinrongStreet-CN,AS58542-Tianjij300000-CN,-1
AS4134-No31JinrongStreet-CN,AS58543-Guangdong-CN,-1
AS4134-No31JinrongStreet-CN,AS58563-CHINANETHubeiprovincenetwork-CN,-1
AS4134-No31JinrongStreet-CN,AS58571-CHINANETGuizhouprovincenetwork-CN,-1
AS4134-No31JinrongStreet-CN,AS58772-CHINANETFujianprovinceFuzhouIDCnetwork-CN,-1
AS4134-No31JinrongStreet-CN,AS63835-No293WanbaoAvenue-CN,-1
AS4134-No31JinrongStreet-CN,AS63838-Hengyang-CN,-1
AS4134-No31JinrongStreet-CN,AS131285-ChinaTelecom-CN,-1
AS4134-No31JinrongStreet-CN,AS131325-CHINATELECOMJIANGSUprovinceNANTONGMANnetwork-CN,-1
AS4134-No31JinrongStreet-CN,AS132147-No3ShuMaRoad-CN,-1
AS4134-No31JinrongStreet-CN,AS132153-No3ShuMaRoad-CN,-1
AS4134-No31JinrongStreet-CN,AS132203-ShenzhenTencentComputerSystemsCompanyLimited-CN,0
AS4134-No31JinrongStreet-CN,AS133774-Fuzhou-CN,-1
AS4134-No31JinrongStreet-CN,AS133775-Xiamen-CN,-1
AS4134-No31JinrongStreet-CN,AS133776-Quanzhou-CN,-1
AS4134-No31JinrongStreet-CN,AS134238-CHINANETJiangxprovinceIDCnetwork-CN,-1
AS4134-No31JinrongStreet-CN,AS134419-Beihai-CN,-1
AS4134-No31JinrongStreet-CN,AS134420-ChongqingTelecom-CN,-1
AS4134-No31JinrongStreet-CN,AS134756-ChinaTelecom-CN,-1
AS4134-No31JinrongStreet-CN,AS134760-ShijiazhuangIDCnetworkCHINANETHebeiprovince-CN,-1
AS4134-No31JinrongStreet-CN,AS134761-CHINANETNINGXIAprovinceZHONGWEIIDCnetwork-CN,-1
AS4134-No31JinrongStreet-CN,AS134762-CHINANETLiaoningprovinceDalianMANnetwork-CN,-1
AS4134-No31JinrongStreet-CN,AS134763-CHINANETGuangdongprovincenetwork-CN,-1
AS4134-No31JinrongStreet-CN,AS134764-CHINANETGuangdongprovincenetwork-CN,-1
AS4134-No31JinrongStreet-CN,AS134765-CHINANETYunnanprovinceIDC1network-CN,-1
AS4134-No31JinrongStreet-CN,AS134766-CHINANETYunnanprovinceIDC2network-CN,-1
AS4134-No31JinrongStreet-CN,AS134768-CHINANETSHAANXIprovinceCloudBasenetwork-CN,-1
AS4134-No31JinrongStreet-CN,AS134769-ChinaNetJiangsuChangzhouLiyangIDCnetwork-CN,-1
AS4134-No31JinrongStreet-CN,AS134770-CHINANETJiangsuprovinceSuzhoutaihuIDCnetwork-CN,-1
AS4134-No31JinrongStreet-CN,AS134771-WENZHOUZHEJIANGProvincePRChina-CN,-1
AS4134-No31JinrongStreet-CN,AS134772-CHINANETGuangdongprovinceDongguanMANnetwork-CN,-1
AS4134-No31JinrongStreet-CN,AS134773-CHINANETGuangdongprovinceGuangzhouMANnetwork-CN,-1
AS4134-No31JinrongStreet-CN,AS134774-CHINANETGuangdongprovinceShenzhenMANnetwork-CN,-1
AS4134-No31JinrongStreet-CN,AS136188-NINGBOZHEJIANGProvincePRChina-CN,-1
AS4134-No31JinrongStreet-CN,AS136190-JINHUAZHEJIANGProvincePRChina-CN,-1
AS4134-No31JinrongStreet-CN,AS136191-YICHANGHubeiProvincePRChina-CN,-1
AS4134-No31JinrongStreet-CN,AS136192-XiangyangHubeiProvincePRChina-CN,-1
AS4134-No31JinrongStreet-CN,AS136193-JingzhouHubeiProvincePRChina-CN,-1
AS4134-No31JinrongStreet-CN,AS136194-HuangshiHubeiProvincePRChina-CN,-1
AS4134-No31JinrongStreet-CN,AS136195-QingdaoShandongProvincePRChina-CN,-1
AS4134-No31JinrongStreet-CN,AS136197-XionganHebeiProvincePRChina-CN,-1
AS4134-No31JinrongStreet-CN,AS136198-CHINANETGuangdongprovinceYuexiMANnetwork-CN,-1
AS4134-No31JinrongStreet-CN,AS136200-CHINANETGuangdongprovinceFoshanMANnetwork-CN,-1
AS4134-No31JinrongStreet-CN,AS137686-ZhengzhouHenanProvincePRChina-CN,-1
AS4134-No31JinrongStreet-CN,AS137687-LuoyangHenanProvincePRChina-CN,-1
AS4134-No31JinrongStreet-CN,AS137688-BengBu-CN,0
AS4134-No31JinrongStreet-CN,AS137689-IOTJiangsunetworkChinatelecomPRChina-CN,-1
AS4134-No31JinrongStreet-CN,AS137690-ZaozhuangShandongProvincePRChina-CN,-1
AS4134-No31JinrongStreet-CN,AS137691-HeilongjiangProvincePRChina-CN,-1
AS4134-No31JinrongStreet-CN,AS137692-IOTGuangdongnetworkChinatelecomPRChina-CN,-1
AS4134-No31JinrongStreet-CN,AS137693-CHINATELECOMGuangxiNanningIDCnetworkdescrNanningGuangxiProvincePRChina-CN,-1
AS4134-No31JinrongStreet-CN,AS137694-CHINATELECOMXinjiangKezhouMANnetwork-CN,-1
AS4134-No31JinrongStreet-CN,AS137695-CHINATELECOMXinjiangWulumuqiMANnetwork-CN,-1
AS4134-No31JinrongStreet-CN,AS137697-CHINATELECOMJiangSuYangZhouIDCnetworkdescrYangZhouJiangsuProvincePRChina-CN,-1
AS4134-No31JinrongStreet-CN,AS137698-HaerbingHeilongjiangProvincePRChina-CN,-1
AS4134-No31JinrongStreet-CN,AS137699-CHINATELECOMJiangsuSuqianIDCnetwork-CN,-1
AS4134-No31JinrongStreet-CN,AS137702-ChinaTelecom-CN,-1
AS4134-No31JinrongStreet-CN,AS138949-ChinaTelecom-CN,-1
AS4134-No31JinrongStreet-CN,AS138950-ChinaTelecom-CN,-1
AS4134-No31JinrongStreet-CN,AS138982-ChinaTelecom-CN,-1
AS4134-No31JinrongStreet-CN,AS138991-ChinaTelecom-CN,-1
AS4134-No31JinrongStreet-CN,AS139018-ChinaTelecom-CN,-1
AS4134-No31JinrongStreet-CN,AS139201-ChinaTelecom-CN,-1
AS4134-No31JinrongStreet-CN,AS139203-ChinaTelecom-CN,-1
AS4134-No31JinrongStreet-CN,AS139316-ChinaTelecom-CN,-1
AS4134-No31JinrongStreet-CN,AS139462-ChinaTelecom-CN,-1
AS4134-No31JinrongStreet-CN,AS139584-ChinaTelecom-CN,-1
AS4134-No31JinrongStreet-CN,AS139721-ChinaTelecom-CN,-1
AS4134-No31JinrongStreet-CN,AS139767-ChinaTelecom-CN,-1
AS4134-No31JinrongStreet-CN,AS139887-ChinaTelecom-CN,-1
AS4134-No31JinrongStreet-CN,AS140061-ChinaTelecom-CN,-1
AS4134-No31JinrongStreet-CN,AS140083-ChinaTelecom-CN,-1
AS4134-No31JinrongStreet-CN,AS140265-ChinaTelecom-CN,-1
AS4134-No31JinrongStreet-CN,AS140292-ChinaTelecom-CN,-1
AS4134-No31JinrongStreet-CN,AS140330-ChinaTelecom-CN,-1
AS4134-No31JinrongStreet-CN,AS140345-ChinaTelecom-CN,-1
AS4134-No31JinrongStreet-CN,AS140485-ChinaTelecom-CN,-1
AS4134-No31JinrongStreet-CN,AS140486-ChinaTelecom-CN,-1
AS4134-No31JinrongStreet-CN,AS140527-ChinaTelecom-CN,-1
AS4134-No31JinrongStreet-CN,AS140553-ChinaTelecom-CN,-1
AS4134-No31JinrongStreet-CN,AS140636-ChinaTelecom-CN,-1
AS4134-No31JinrongStreet-CN,AS140638-ChinaTelecom-CN,-1
AS4134-No31JinrongStreet-CN,AS140647-ChinaTelecom-CN,-1
AS4134-No31JinrongStreet-CN,AS140903-ChinaTelecom-CN,-1
AS4538-ChinaEducationandResearchNetworkCenter-CN,AS4837-CHINAUNICOMChina169Backbone-CN,0
AS4538-ChinaEducationandResearchNetworkCenter-CN,AS7497-ComputerNetworkInformationCenter-CN,0
AS4538-ChinaEducationandResearchNetworkCenter-CN,AS7660-Japan-JP,0
AS4538-ChinaEducationandResearchNetworkCenter-CN,AS9405-TestplatformServiceCenter-CN,-1
AS4538-ChinaEducationandResearchNetworkCenter-CN,AS9808-ChinaMobile-CN,-1
AS4538-ChinaEducationandResearchNetworkCenter-CN,AS23910-ChinaNextGenerationInternetCERNET2-CN,-1
AS4538-ChinaEducationandResearchNetworkCenter-CN,AS23911-ChinaNextGenerationInternetBeijingIX-CN,-1
AS4538-ChinaEducationandResearchNetworkCenter-CN,AS24348-CERNET2IXatTsinghuaUniversity-CN,-1
AS4538-ChinaEducationandResearchNetworkCenter-CN,AS24349-CERNET2IXatPekingUniversity-CN,-1
AS4538-ChinaEducationandResearchNetworkCenter-CN,AS24350-CERNET2IXatBeijingUniversityofPostsandTelecommunications-CN,0
AS4538-ChinaEducationandResearchNetworkCenter-CN,AS24352-CERNET2IXatTianjinUniversity-CN,-1
AS4538-ChinaEducationandResearchNetworkCenter-CN,AS24353-CERNET2IXatXianJiaotongUniversity-CN,-1
AS4538-ChinaEducationandResearchNetworkCenter-CN,AS24355-CERNET2IXatUniversityofElectronicScienceandTechnologyofChina-CN,0
AS4538-ChinaEducationandResearchNetworkCenter-CN,AS24356-CERNET2IXatChongqingUniversity-CN,-1
AS4538-ChinaEducationandResearchNetworkCenter-CN,AS24357-CERNET2IXatSouthChinaUniversityofTechnology-CN,-1
AS4538-ChinaEducationandResearchNetworkCenter-CN,AS24358-CERNET2IXatHuazhongUniversityofScienceandTechnology-CN,-1
AS4538-ChinaEducationandResearchNetworkCenter-CN,AS24361-CERNET2IXatSoutheastUniversity-CN,-1
AS4538-ChinaEducationandResearchNetworkCenter-CN,AS24362-CERNET2IXatUniversityofScienceandTechnologyofChina-CN,-1
AS4538-ChinaEducationandResearchNetworkCenter-CN,AS24363-CERNET2IXatShandongUniversity-CN,0
AS4538-ChinaEducationandResearchNetworkCenter-CN,AS24364-CERNET2IXatShanghaiJiaotongUniversity-CN,-1
AS4538-ChinaEducationandResearchNetworkCenter-CN,AS24367-CERNET2IXatZhejiangUniversity-CN,-1
AS4538-ChinaEducationandResearchNetworkCenter-CN,AS24370-CERNET2IXatDalianUniversityofTechnology-CN,0
AS4538-ChinaEducationandResearchNetworkCenter-CN,AS24371-CERNET2IXatJilinUniversity-CN,-1
AS4538-ChinaEducationandResearchNetworkCenter-CN,AS24372-CERNET2IXatHarbinInstituteofTechnology-CN,0
AS4538-ChinaEducationandResearchNetworkCenter-CN,AS131578-BeijingForeignStudiesUniversity-CN,-1
AS4538-ChinaEducationandResearchNetworkCenter-CN,AS133111-CERNETNewTechnologyCoLtd-CN,-1
AS4538-ChinaEducationandResearchNetworkCenter-CN,AS133465-DukeKunshanUniversity-CN,-1
AS4538-ChinaEducationandResearchNetworkCenter-CN,AS133475-NewYorkUniversity-CN,-1
AS4538-ChinaEducationandResearchNetworkCenter-CN,AS134169-CERNEWTECHBeijingcoLTD-CN,0
AS4538-ChinaEducationandResearchNetworkCenter-CN,AS138371-ChinaEducationandResearchNetworkCERNET-CN,0
AS4538-ChinaEducationandResearchNetworkCenter-CN,AS139139-ShenyangAgriculturalUniversity-CN,-1
AS4670-Shinbiro-KR,AS9645-HIINVESTMENTFUTURESCORPORATION-KR,-1
AS4670-Shinbiro-KR,AS9842-LotteDataCommunicationCompany-KR,-1
AS4670-Shinbiro-KR,AS9980-LotteDataCommunicationCompany-KR,-1
AS4670-Shinbiro-KR,AS24509-XpediteSystems-KR,-1
AS4670-Shinbiro-KR,AS38429-BoryungPharmaceuticalCoLtd-KR,-1
AS4670-Shinbiro-KR,AS138195-MOACKCoLTD-KR,-1
AS4673-NTTDATACORPORATION-JP,AS4777-AsiaPacificNetworkInformationCentre-JP,0
AS4680-MitsubishiElectricInformationNetworkCorporation-JP,AS10001-MicsNetworkCorporation-JP,-1
AS4685-AsahiNet-JP,AS4777-AsiaPacificNetworkInformationCentre-JP,0
AS4685-AsahiNet-JP,AS23815-JapanInternetExchangeCoLtd-JP,0
AS4686-BEKKOAMEINTERNETINC-JP,AS10004-JINOfficeServiceInc-JP,-1
AS4693-CSKITMANAGEMENTCORPORATION-JP,AS17680-SCSKCorporation-JP,-1
AS4694-IDCFrontierInc-JP,AS2554-forassignmenttoJPNICmembers-JP,-1
AS4694-IDCFrontierInc-JP,AS17953-BroadBandSecurityInc-JP,-1
AS4694-IDCFrontierInc-JP,AS45382-EHOSTICT-KR,-1
AS4694-IDCFrontierInc-JP,AS132504-QUALITIACoLTD-JP,-1
AS4713-NTTCommunicationsCorporation-JP,AS2500-WIDEProject-JP,-1
AS4713-NTTCommunicationsCorporation-JP,AS2506-NTTWESTCHUGOKUCORPORATION-JP,-1
AS4713-NTTCommunicationsCorporation-JP,AS2510-FUJITSULIMITED-JP,-1
AS4713-NTTCommunicationsCorporation-JP,AS2907-forassignmenttoJPNICmembers-JP,-1
AS4713-NTTCommunicationsCorporation-JP,AS4672-IBMJapanLtd-JP,-1
AS4713-NTTCommunicationsCorporation-JP,AS4680-MitsubishiElectricInformationNetworkCorporation-JP,-1
AS4713-NTTCommunicationsCorporation-JP,AS4723-Dolphin-JP,-1
AS4713-NTTCommunicationsCorporation-JP,AS4777-AsiaPacificNetworkInformationCentre-JP,0
AS4713-NTTCommunicationsCorporation-JP,AS7500-WIDEProject-JP,0
AS4713-NTTCommunicationsCorporation-JP,AS7511-SYNAPSECoLtd-JP,0
AS4713-NTTCommunicationsCorporation-JP,AS7513-HitachiSystemsLtd-JP,-1
AS4713-NTTCommunicationsCorporation-JP,AS7514-ComputerEngineeringConsultingLtd-JP,-1
AS4713-NTTCommunicationsCorporation-JP,AS7516-TohokuIntelligentTelecommunicationCoInc-JP,-1
AS4713-NTTCommunicationsCorporation-JP,AS7517-ICOMTInc-JP,-1
AS4713-NTTCommunicationsCorporation-JP,AS7522-STNetIncorporated-JP,0
AS4713-NTTCommunicationsCorporation-JP,AS7524-ITECHANKYUHANSHINCOLTD-JP,-1
AS4713-NTTCommunicationsCorporation-JP,AS7529-NetIRDInc-JP,0
AS4713-NTTCommunicationsCorporation-JP,AS7667-KDDIRDLaboratoriesINC-JP,-1
AS4713-NTTCommunicationsCorporation-JP,AS7668-HokurikuTelecommunicationNetworkCo-JP,0
AS4713-NTTCommunicationsCorporation-JP,AS7677-DaiNipponPrintingCoLtd-JP,-1
AS4713-NTTCommunicationsCorporation-JP,AS7678-ProxSystemDesignInc-JP,-1
AS4713-NTTCommunicationsCorporation-JP,AS7679-QTnetInc-JP,0
AS4713-NTTCommunicationsCorporation-JP,AS7682-HOKKAIDOTELECOMMUNICATIONSNETWORKCoInc-JP,0
AS4713-NTTCommunicationsCorporation-JP,AS9354-CommunityNetworkCenterInc-JP,-1
AS4713-NTTCommunicationsCorporation-JP,AS9357-NRISecureTechnologiesLtd-JP,-1
AS4713-NTTCommunicationsCorporation-JP,AS9374-EDIONCorporation-JP,0
AS4713-NTTCommunicationsCorporation-JP,AS9601-NiigataCommunicationService-JP,-1
AS4713-NTTCommunicationsCorporation-JP,AS9993-ITOCHUTechnoSolutionsCorporation-JP,-1
AS4713-NTTCommunicationsCorporation-JP,AS9997-SuzukaCableCoLtd-JP,-1
AS4713-NTTCommunicationsCorporation-JP,AS10003-OgakiCableTelevisionCoInc-JP,-1
AS4713-NTTCommunicationsCorporation-JP,AS10013-FreeBitCoLtd-JP,-1
AS4713-NTTCommunicationsCorporation-JP,AS10019-MatsusakaCableTVStationInc-JP,0
AS4713-NTTCommunicationsCorporation-JP,AS17504-NRINetcomLtd-JP,0
