发展,479
互联网,305
我国,246
技术,232
通信,222
策略,182
产业,174
电信,170
问题,167
应用,166
分析,165
政策,162
移动,141
网络,129
体系,125
监管,124
管理,123
信息,113
业务,107
工业,103
行业,89
相关,88
评估,82
智能,82
安全,75
发展趋势,75
领域,74
方法,62
终端,62
影响,62
设备,62
市场,61
服务,61
信息安全,60
联网,59
企业,58
模式,56
对策,55
中国,55
趋势,54
国际,54
融合,53
测试,53
数据,53
建议,53
电信业务,50
机制,50
电信业,50
态势,49
深度,48
跟踪,48
全球,47
经济,47
平台,47
建设,45
监测,45
人工智能,44
方案,43
推进,43
规划,42
创新,41
战略,41
增值,41
网络安全,40
5G,40
3G,40
报告,39
基于,39
关键技术,39
评价,39
ICT,39
系统,38
信息化,37
实施,37
宽带,37
情况,37
计算,36
保护,36
架构,36
现状,36
治理,35
新形势下,35
转型,35
通信业,35
状况,34
法律,33
国外,33
CATR,32
观察,32
用户,32
重点,32
技术产业,32
及其,32
基础设施,31
基础,30
新型,30
数字,30
标准,30
立法,30
