e3e165bb-f674-1046-babd-f898b98cb5ca,4857544336225D9A,CTC,HWTC,HG8145C,V3R017C10S103,4857544336225D9A,F898B98CB5CB,2.01708E+13,26:11.0,新疆、阿勒泰地区、富蕴县、库尔特乡、苏普特村
0,,,,,,,,,,
4a4fe278-4547-1544-8c2d-407d0f29096d,485754435A83D49A,CTC,HWTC,HG8145C,V3R017C10S103,485754435A83D49A,407D0F29096E,2.0171E+13,12:35.0,新疆、和田地区、墨玉县、喀瓦克乡、英吉盖村
945a6fdd-8c97-1644-b446-407d0f2911c1,485754435A84789A,CTC,HWTC,HG8145C,V3R017C10S103,485754435A84789A,407D0F2911C2,2.01803E+13,02:03.0,新疆、博尔塔拉蒙古自治州、博乐市、小营盘镇、乌图布拉格村
c63a3634-e574-194e-b68d-f898b98c8e55,48575443355E4A9A,CTC,HWTC,HG8145C,V3R017C10S103,48575443355E4A9A,F898B98C8E56,2.01707E+13,39:28.0,新疆、阿勒泰地区、布尔津县、窝依莫克乡、加勒格孜塔勒村
b5804e4c-c07f-1940-b504-f898b98cd51f,485754433624C69A,CTC,HWTC,HG8145C,V3R017C10S103,485754433624C69A,F898B98CD520,2.01707E+13,02:48.0,新疆、阿勒泰地区、富蕴县、喀拉布勒根乡、巴拉尔茨村
94c2e765-1bd5-1e4d-a18e-506f7720cb90,48575443DCD5D79C,CTC,HWTC,HG8145C,V3R017C10S103,48575443DCD5D79C,506F7720CB91,2.01807E+13,26:59.0,新疆、昌吉回族自治州、木垒哈萨克自治县、木垒县西吉尔镇、屯庄村
e50ff3ce-88b8-1647-b400-f898b98c7f67,48575443259EB79A,CTC,HWTC,HG8145C,V3R017C10S103,48575443259EB79A,F898B98C7F68,2.01706E+13,40:00.0,新疆、阿勒泰地区、哈巴河县、齐巴尔镇、克孜勒加尔村
e8376d59-a33d-1842-8d89-f898b98c7e15,48575443259E9D9A,CTC,HWTC,HG8145C,V3R017C10S103,48575443259E9D9A,F898B98C7E16,2.01706E+13,27:01.0,新疆、阿勒泰地区、哈巴河县、加依勒玛乡、托普阿尕什村
0,,,,,,,,,,
0,,,,,,,,,,
b0ed2667-84cc-1a42-aa83-407d0f290905,485754435A83CC9A,CTC,HWTC,HG8145C,V3R017C10S103,485754435A83CC9A,407D0F290906,2.01709E+13,39:40.0,新疆、博尔塔拉蒙古自治州、博乐市、阿热勒托海牧场、呼和托里尕村
a78fb84f-2937-1741-8c12-407d0f28ea32,4857544322D6CA9B,CTC,HWTC,HG8145C,V3R018C10S110,4857544322D6CA9B,407D0F28EA33,2.01811E+13,50:39.0,新疆、喀什地区、泽普县、奎依巴格乡、罕兰干村
8829558d-13f6-1943-96b7-407d0f27b003,485754439E58699A,CTC,HWTC,HG8145C,V3R017C10S103,485754439E58699A,407D0F27B004,2.0171E+13,40:42.0,新疆、伊犁哈萨克自治州、伊宁县、阿乌利亚乡、哈萨克布力开村
