北京电信,电信安徽,24.3341,0
北京电信,电信北京,0.0363,0
北京电信,电信福建,38.537,0
北京电信,电信甘肃,26.0292,0
北京电信,电信广东,34.8765,0
北京电信,电信广西,48.5928,0
北京电信,电信贵州,64.4861,0
北京电信,电信海南,45.6259,0
北京电信,电信河北,10.2061,0
北京电信,电信河南,18.5599,0
北京电信,电信黑龙江,23.5737,0
北京电信,电信湖北,19.8997,0
北京电信,电信湖南,35.3478,0
北京电信,电信吉林,26.6102,0
北京电信,电信江苏,22.3737,0
北京电信,电信江西,36.8172,0
北京电信,电信辽宁,24.1679,0
北京电信,电信内蒙古,16.8396,0
北京电信,电信宁夏,28.4962,0
北京电信,电信青海,31.5173,0
北京电信,电信山东,9.5533,0
北京电信,电信山西,11.5676,0
北京电信,电信陕西,23.0998,0
北京电信,电信上海,28.9301,0.5319
北京电信,电信四川,43.5273,0
北京电信,电信天津,4.0854,0
北京电信,电信西藏,52.4578,0
北京电信,电信新疆,44.8003,0
北京电信,电信云南,63.8947,0
北京电信,电信浙江,30.1247,0
北京电信,电信重庆,44.4268,0.1064
北京电信,联通安徽,44.3545,0
北京电信,联通北京,1.8957,0
北京电信,联通福建,50.518,0
北京电信,联通甘肃,31.2776,0
北京电信,联通广东,39.2924,0
北京电信,联通广西,40.0105,0.7447
北京电信,联通贵州,58.4441,0.1064
北京电信,联通海南,46.0884,0
北京电信,联通河北,28.5566,0
北京电信,联通河南,14.3105,0
北京电信,联通黑龙江,34.4785,0
北京电信,联通湖北,19.3779,0
北京电信,联通湖南,24.9634,0
北京电信,联通吉林,25.7139,0
北京电信,联通江苏,21.7284,0
北京电信,联通江西,35.7811,0
北京电信,联通辽宁,13.0204,0.1064
北京电信,联通内蒙古,9.4294,0
北京电信,联通宁夏,38.184,0
北京电信,联通青海,29.2085,0
北京电信,联通山东,28.3507,0
北京电信,联通山西,35.5875,0
北京电信,联通陕西,20.0502,0
北京电信,联通上海,29.6661,0.4255
北京电信,联通四川,40.598,0
北京电信,联通天津,3.2361,0
北京电信,联通西藏,96.0684,0.1064
北京电信,联通新疆,62.3732,0
北京电信,联通云南,63.3423,0.1064
北京电信,联通浙江,31.0475,0
北京电信,联通重庆,46.4064,0.1064
北京电信,移动安徽,49.4996,0
北京电信,移动北京,3.0231,0
北京电信,移动福建,39.8826,0
北京电信,移动甘肃,30.4062,0.1064
北京电信,移动广东,40.6092,0
北京电信,移动广西,52.0949,0.3191
北京电信,移动贵州,57.2671,0.2128
