1299,"Arelion,TWELVE99",SE,2338487552,0.1572
3356,"Level 3 Parent,LEVEL3",US,1957461248,0.1316
2914,"NTT America,NTT-LTD-2914",US,1561795584,0.105
6939,"Hurricane Electric LLC,HURRICANE",US,880109056,0.0592
174,"Cogent Communications,COGENT-174",US,853764864,0.0574
4637,"Telstra International Limited,ASN-TELSTRA-GLOBAL",HK,610362235,0.041
7018,"AT&T Services,ATT-INTERNET4",US,392376064,0.0264
3257,"GTT Communications Inc.,GTT-BACKBONE",US,377036288,0.0253
6453,"TATA COMMUNICATIONS (AMERICA) INC,AS6453",US,335376128,0.0225
701,"Verizon Business,UUNET",US,327796736,0.022
3491,"PCCW Global,BTN-ASN",US,296733184,0.0199
9318,"SK Broadband Co Ltd,SKB-AS",KR,285592064,0.0192
6762,"Telecom Italia Sparkle S.p.A.,SEABONE-NET",IT,267187852,0.018
3320,"Deutsche Telekom AG,DTAG",DE,263747328,0.0177
17676,"Softbank BB Corp.,GIGAINFRA",JP,229037568,0.0154
4766,"Korea Telecom,KIXS-AS-KR",KR,228864160,0.0154
6461,"Zayo Bandwidth,ZAYO-6461",US,222841088,0.015
16509,"Amazon.com,AMAZON-02",US,217613056,0.0146
12956,"TELEFONICA GLOBAL SOLUTIONS SL,TELXIUS",ES,204445265,0.0137
1273,"Vodafone Group PLC,CW",EU,202194944,0.0136
714,"Apple Inc.,APPLE-ENGINEERING",US,160889344,0.0108
7922,"Comcast Cable Communications,COMCAST-7922",US,160551424,0.0108
8075,"Microsoft Corporation,MICROSOFT-CORP-MSN-AS-BLOCK",US,151417600,0.0102
2497,"Internet Initiative Japan Inc.,IIJ",JP,137242368,0.0092
3786,"LG DACOM Corporation,LGDACOM",KR,119803904,0.0081
6830,"Liberty Global B.V.,LibertyGlobal",NL,111863296,0.0075
3462,"Chunghwa Telecom Co.,HINET",TW,103012608,0.0069
15169,"Google LLC,GOOGLE",US,81630976,0.0055
7473,"Singapore Telecommunications (SINGTEL Internet Exchange),SINGTEL-AS-AP",SG,73496576,0.0049
8714,"London Internet Exchange Ltd.,LINX-ROUTESRV",GB,72782336,0.0049
2516,"KDDI CORPORATION,KDDI",JP,69644352,0.0047
37963,"Alibaba (US) Technology Co.,ALIBABA-CN-NET",US,68891648,0.0046
5511,"Orange S.A.,Opentransit",FR,61129984,0.0041
5400,"British Telecommunications PLC,BT",GB,60856320,0.0041
11164,"Internet2,INTERNET2-I2PX",US,60197888,0.004
7738,"Telemar Norte Leste S.A.,",BR,54090240,0.0036
12389,"PJSC Rostelecom,ROSTELECOM-AS",RU,52172288,0.0035
6327,"Shaw Communications Inc.,SHAW",CA,50277888,0.0034
7843,"Charter Communications Inc,TWC-7843-BB",US,47900672,0.0032
1239,"Sprint,SPRINTLINK",US,42347520,0.0028
4635,"The Hong Kong Internet Exchange Limited,HKIX-RS1",HK,39908608,0.0027
7713,"Telekomunikasi Indonesia (PT),telkomnet-as-ap",ID,29614336,0.002
2119,"Telenor Norge AS,TELENOR-NEXTEL",NO,28347648,0.0019
9304,"HGC Global Communications Limited,HUTCHISON-AS-AP",HK,27715084,0.0019
22773,"Cox Communications Inc.,ASN-CXA-ALL-CCI-22773-RDC",US,27460096,0.0018
9002,"RETN Limited,RETN-AS",GB,24827392,0.0017
1267,"WIND TRE S.P.A.,ASN-WINDTRE",IT,23513088,0.0016
812,"Rogers Communications Canada Inc.,ROGERS-COMMUNICATIONS",CA,22186496,0.0015
12322,"Free SAS,PROXAD",FR,21154560,0.0014
13285,"TalkTalk Communications Limited,OPALTELECOM-AS",GB,20146432,0.0014
10099,"China Unicom (Hong Kong) Operations Limited,UNICOM-Global",HK,19461376,0.0013
2828,"Verizon Business,XO-AS15",US,19315968,0.0013
3303,"Swisscom (Schweiz) AG,SWISSCOM",CH,18596352,0.0013
20485,"Joint Stock Company TransTeleCom,TRANSTELECOM",RU,18218240,0.0012
23815,"Japan Internet Exchange Co.,JPIX-RS",JP,17790464,0.0012
45899,"Vietnam Posts and Telecommunications (VNPT),VNPT-AS-VN",VN,17647256,0.0012
15557,"SFR SA,LDCOMNET",FR,17138944,0.0012
7552,"Viettel Group,VIETEL-AS-AP",VN,16648192,0.0011
5607,"Sky UK Limited,BSKYB-BROADBAND-AS",GB,16270848,0.0011
702,"Verizon Business,UUNET",US,16036608,0.0011
20940,"Akamai International B.V.,AKAMAI-ASN1",NL,15877632,0.0011
4788,"Tmnet,TMNET-AS-AP",MY,15588864,0.001
8220,"COLT Technology Services Group Limited,COLT",GB,15111680,0.001
21320,"GEANT Vereniging,GEANT_IAS_VRF",NL,14307584,0.001
852,"TELUS Communications Inc.,ASN852",CA,14255872,0.001
4780,"Digital United Inc.,SEEDNET",TW,13493248,0.0009
3292,"TDC A/S,TDC",DK,12807680,0.0009
2603,"NORDUnet,NORDUNET",DK,12673024,0.0009
